ema;institucion;nombre_ema;comuna;region;latitud;longitud;fecha_de_alta
271;INIA;Desagüe Rupanco;Puyehue;Los Lagos;-40,752634000;-72,663894000;2013-05-08T12:24:25Z
272;FDF;La Higuera;La Ligua;Valparaíso;-32,492696830;-71,152880830;2014-07-31T16:42:55Z
273;FDF;San Lorenzo;Cabildo;Valparaíso;-32,439416830;-71,002960830;2014-07-31T17:12:05Z
274;FDF;Pullancón;La Ligua;Valparaíso;-32,307082830;-71,230750000;2014-07-31T17:15:22Z
275;FDF;Palquico;Petorca;Valparaíso;-32,257027830;-71,141638830;2014-07-31T17:17:11Z
276;FDF;Manuel Montt;Petorca;Valparaíso;-32,322861000;-71,061055830;2014-07-31T17:19:22Z
277;FDF;Las Puertas;Cabildo;Valparaíso;-32,362194000;-70,819721830;2014-07-31T17:21:57Z
278;FDF;Paihuén;Cabildo;Valparaíso;-32,379277830;-70,841622000;2014-07-31T17:33:07Z
279;FDF;Catapilco;Zapallar;Valparaíso;-32,560332830;-71,311806000;2014-07-31T17:35:23Z
280;FDF;El Guindo;La Ligua;Valparaíso;-32,357166830;-71,345472000;2014-07-31T17:37:01Z
281;INIA;Camarones;Camarones;Arica y Parinacota;-19,000000000;-69,900000000;2014-10-07T11:51:19Z
282;INIA;Putre;Putre;Arica y Parinacota;-18,200000000;-69,600000000;2014-10-07T12:07:43Z
283;INIA;Amolana Copiapo 2;Tierra Amarilla;Atacama;-28,000000000;-70,000000000;2014-10-07T12:22:43Z
284;INIA;La Cruz;La Cruz;Valparaíso;-32,822000000;-71,230400000;2014-10-07T12:46:47Z
285;INIA;Los Tilos;Buin;Metropolitana;-33,700000000;-70,700000000;2014-10-08T09:28:34Z
286;INIA;Palermo;La Unión;Los Ríos;-40,300000000;-73,100000000;2014-10-08T09:35:10Z
287;INIA;Ensenada;Puerto Varas;Los Lagos;-41,233333333;-72,516111111;2014-10-08T09:36:43Z
288;INIA;Quilacahuin;San Pablo;Los Lagos;-40,300000000;-73,300000000;2014-10-08T09:42:49Z
289;INIA;Kampenaike;Laguna Blanca;Magallanes;-52,600000000;-70,900000000;2014-10-08T09:44:42Z
290;FDF;Curimón;San Felipe;Valparaíso;-32,799972000;-70,700306000;2014-10-15T15:31:14Z
291;FDF;Tutuquen;Curicó;Maule;-34,961611000;-71,315861000;2014-10-15T15:37:05Z
292;FDF;Miraflores;Linares;Maule;-35,918056000;-71,613306000;2014-10-15T15:47:10Z
293;FDF;Rarin;Vichuquén;Maule;-34,765667000;-71,956667000;2014-10-15T15:48:42Z
294;FDF;Placilla Chacarilla;Placilla;O'Higgins;-34,641583000;-71,135667000;2014-10-15T16:06:38Z
295;FDF;La Union Norte;La Unión;Los Ríos;-40,288667000;-73,071333000;2014-10-15T16:12:48Z
309;INIA;Cerro Blanco;Arica;Arica y Parinacota;-18,575000000;-70,070000000;2015-02-24T08:54:28Z
310;INIA;Chaca;Arica;Arica y Parinacota;-18,810000000;-70,156000000;2015-02-24T08:57:08Z
311;INIA;Santa Amada;Linares;Maule;-35,761000000;-71,480000000;2015-02-24T09:26:20Z
312;INIA;San Clemente;San Clemente;Maule;-35,531000000;-71,574000000;2015-02-24T09:27:18Z
313;INIA;Marimenuco;Lonquimay;Araucanía;-38,731667000;-71,140833000;2015-07-03T11:22:01Z
314;INIA;Centro Experimental Arroz INIA;San Carlos;Biobío;-36,409298000;-72,006731000;2015-07-03T11:24:00Z
315;INIA;Puala;Curarrehue;Araucanía;-39,381944000;-71,572500000;2015-07-03T11:26:36Z
316;INIA;Huiscapi;Villarrica;Araucanía;-39,263333000;-72,398889000;2015-07-03T11:29:46Z
317;INIA;Sta Inés;Lautaro;Araucanía;-38,504722000;-72,343611000;2015-07-03T11:31:05Z
318;INIA;Las Palmas;Victoria;Araucanía;-38,227778000;-72,273333000;2015-07-03T11:33:49Z
319;INIA;Surco y semilla;Collipulli;Araucanía;-38,032500000;-72,285278000;2015-07-03T11:35:03Z
320;INIA;Manzanares;Renaico;Araucanía;-37,772500000;-72,546111000;2015-07-03T11:36:35Z
321;INIA;San Fabián;Galvarino;Araucanía;-38,446389000;-72,849444000;2015-07-03T11:38:11Z
322;INIA;Perales;Cholchol;Araucanía;-38,663889000;-72,808889000;2015-07-03T11:39:39Z
323;CEAZA;Cerro Grande;La Serena;Coquimbo;-29,938490000;-71,223580000;2015-12-14T13:00:13Z
324;CEAZA;Ovalle;Ovalle;Coquimbo;-30,592030000;-71,247970000;2015-12-14T13:43:01Z
325;CEAZA;Tongoy Balsa CMET;Coquimbo;Coquimbo;-30,275140000;-71,561140000;2016-01-13T16:22:08Z
326;CEAZA;La Serena;La Serena;Coquimbo;-29,915020000;-71,242210000;2016-01-13T16:37:52Z
327;CEAZA;Coquimbo;Coquimbo;Coquimbo;-30,000000000;-71,400000000;2016-01-13T16:39:26Z
328;CEAZA;Rapel;Monte Patria;Coquimbo;-30,723200000;-70,772600000;2016-01-13T16:41:05Z
329;CEAZA;Huintil;Illapel;Coquimbo;-31,573190000;-70,998310000;2016-01-13T16:42:06Z
330;CEAZA;El Tapado;Vicuña;Coquimbo;-30,156700000;-69,914210000;2016-01-13T16:43:14Z
331;CEAZA;La Laguna;Vicuña;Coquimbo;-30,202890000;-70,037180000;2016-01-13T16:44:07Z
332;CEAZA;Hualtatas;Monte Patria;Coquimbo;-31,707320000;-70,525000000;2016-01-13T16:44:57Z
333;CEAZA;Los Molles [Bocatoma];Monte Patria;Coquimbo;-30,746080000;-70,419220000;2016-01-13T16:46:34Z
334;CEAZA;Pan de Azúcar [INIA];Coquimbo;Coquimbo;-30,066670000;-71,233330000;2016-01-13T16:47:21Z
335;CEAZA;Pisco Elqui;Paiguano;Coquimbo;-30,116670000;-70,483330000;2016-01-13T16:48:08Z
336;CEAZA;Rivadavia;Paiguano;Coquimbo;-29,961850000;-70,538880000;2016-01-13T16:50:36Z
337;CEAZA;Gabriela Mistral;La Serena;Coquimbo;-29,978520000;-71,080390000;2016-01-13T16:52:18Z
338;CEAZA;Tascadero;Monte Patria;Coquimbo;-31,262820000;-70,540000000;2016-01-13T16:53:19Z
339;CEAZA;Andacollo;Andacollo;Coquimbo;-30,249710000;-71,066430000;2016-01-13T16:54:12Z
340;CEAZA;Vicuña;Vicuña;Coquimbo;-30,038320000;-70,696550000;2016-01-13T16:55:21Z
341;CEAZA;Paso Aguas Negras;Vicuña;Coquimbo;-30,191370000;-69,825460000;2016-01-13T16:56:11Z
342;CEAZA;Canela;Canela;Coquimbo;-31,390000000;-71,410000000;2016-01-13T16:57:20Z
343;CEAZA;Hurtado;Río Hurtado;Coquimbo;-30,309170000;-70,626460000;2016-01-13T16:58:11Z
344;CEAZA;Illapel;Illapel;Coquimbo;-31,648140000;-71,196950000;2016-01-13T17:00:08Z
345;CEAZA;UCN Guayacan;Coquimbo;Coquimbo;-29,966630000;-71,352800000;2016-01-13T17:03:22Z
346;CEAZA;Pichasca;Río Hurtado;Coquimbo;-30,413060000;-70,902750000;2016-01-13T17:06:09Z
347;CEAZA;Quebrada Seca;Ovalle;Coquimbo;-30,496130000;-71,490510000;2016-01-13T17:07:22Z
348;CEAZA;Cachiyuyo;Vallenar;Atacama;-29,057200000;-70,905170000;2016-01-13T17:09:01Z
349;CEAZA;Punta de Choros;La Higuera;Coquimbo;-29,245940000;-71,468700000;2016-01-13T17:20:39Z
350;CEAZA;Mincha Sur;Canela;Coquimbo;-31,590000000;-71,420000000;2016-01-13T17:22:17Z
351;CEAZA;Punta Colorada;La Higuera;Coquimbo;-29,354110000;-71,032860000;2016-01-13T17:23:25Z
352;CEAZA;Las Cardas;Coquimbo;Coquimbo;-30,251450000;-71,256900000;2016-01-13T17:27:29Z
353;CEAZA;Combarbalá;Combarbalá;Coquimbo;-31,200930000;-71,000570000;2016-01-13T17:28:32Z
354;CEAZA;Laguna Hurtado;Río Hurtado;Coquimbo;-30,511020000;-70,446700000;2016-01-13T17:29:21Z
356;CEAZA;El Romeral;La Serena;Coquimbo;-29,754970000;-71,257530000;2016-01-13T17:32:11Z
357;CEAZA;Salamanca;Salamanca;Coquimbo;-31,890000000;-70,750000000;2016-01-13T17:35:09Z
360;CEAZA;Tilama;Los Vilos;Coquimbo;-32,080000000;-71,160000000;2016-01-13T17:41:02Z
361;CEAZA;Pichidangui;Los Vilos;Coquimbo;-32,131420000;-71,531080000;2016-01-13T17:41:55Z
367;METEOVID;Ventisquero - Leyda;San Antonio;Valparaíso;-33,685483330;-71,549430560;2016-07-11T11:05:56Z
368;INIA;Monte Flor-Tucapel;Parral;Maule;-36,244800000;-71,934290000;2016-08-02T16:21:44Z
369;INIA;Ponotro;Tirúa;Biobío;-38,275290000;-73,498489000;2016-08-02T16:27:05Z
370;INIA;La Isla;Purén;Araucanía;-38,030000000;-72,982000000;2016-08-02T16:40:29Z
371;INIA;El Membrillo;Melipeuco;Araucanía;-38,834167000;-71,682500000;2016-08-02T16:42:56Z
372;INIA;Cerro Castillo;Torres del Paine;Magallanes;-51,176975000;-72,435811000;2016-08-02T16:45:05Z
373;INIA;Rinconada-U de Chile;Maipú;Metropolitana;-33,497093000;-70,845436000;2016-08-02T16:47:51Z
375;INIA;Estación Experimental Austral;Valdivia;Los Ríos;-39,787428000;-73,234546000;2016-08-02T16:51:17Z
376;INIA;Rucatayo;Río Bueno;Los Ríos;-40,598896000;-72,586541000;2016-08-02T16:54:00Z
377;INIA;Caleta Vitor;Arica;Arica y Parinacota;-18,781479000;-70,283902000;2016-08-02T16:55:26Z
388;INIA;Puchuncavi;Puchuncaví;Valparaíso;-32,754967000;-71,343432000;2017-05-05T09:49:13Z
389;INIA;El Arenal;Quinta de Tilcoco;O'Higgins;-34,355750000;-70,991278000;2017-05-05T09:51:48Z
390;INIA;Belén;Putre;Arica y Parinacota;-18,468208000;-69,523279000;2017-05-05T09:53:06Z
391;INIA;Ticnamar;Arica;Arica y Parinacota;-18,580070000;-69,495965000;2017-05-05T09:54:20Z
392;INIA;La Junta;Aysén;Aysén;-43,916933000;-72,387343000;2017-05-05T09:55:58Z
393;FDF;Los Vilos - Quebrachar;Los Vilos;Coquimbo;-31,860388900;-71,439583300;2017-08-03T11:52:45Z
398;FDF;Puchuncavi;Puchuncaví;Valparaíso;-32,731083300;-71,424138900;2017-08-03T11:54:01Z
403;FDF;Campanacura;Parral;Maule;-35,973888900;-72,027638900;2017-08-04T13:03:35Z
408;FDF;Las Lomillas - San Clemente;San Clemente;Maule;-35,541638900;-71,318221900;2017-08-04T13:04:39Z
413;FDF;Vichuquen;Vichuquén;Maule;-34,854972200;-72,026055600;2017-08-04T15:10:36Z
418;FDF;Cobquecura;Cobquecura;Biobío;-36,124527800;-72,795388900;2017-08-04T15:20:24Z
423;FDF;Allipén;Freire;Araucanía;-38,999722200;-72,521083300;2017-08-04T15:21:29Z
428;FDF;Los Quilantos;Freire;Araucanía;-38,908333300;-72,798222200;2017-08-04T15:22:35Z
433;FDF;Vida Nueva;Villarrica;Araucanía;-39,196388900;-72,261361100;2017-08-04T15:24:08Z
438;FDF;Peldehue;Colina;Metropolitana;-33,147111100;-70,660222200;2017-08-08T09:22:10Z
447;INIA;Falda Verde;Chañaral;Atacama;-26,299806000;-70,624111000;2017-08-31T09:32:00Z
459;INIA;Estancia Zenia;Porvenir;Magallanes;-53,319496000;-69,698147000;2017-08-31T15:45:23Z
467;INIA;Quilimari;Los Vilos;Coquimbo;-32,119098000;-71,460005000;2017-08-31T15:49:36Z
471;INIA;5 de enero;San Gregorio;Magallanes;-52,432478000;-70,360583000;2017-08-31T16:03:22Z
479;INIA;Altos la Portada;Antofagasta;Antofagasta;-23,504097700;-70,404666300;2017-08-31T16:08:26Z
483;INIA;Puente Negro;Pichilemu;O'Higgins;-34,386351000;-71,985710000;2017-08-31T16:11:56Z
487;INIA;Camar;San Pedro de Atacama;Antofagasta;-23,407102000;-67,963735000;2017-08-31T16:16:14Z
491;INIA;San Jorge Los Niches;Curicó;Maule;-35,091800000;-71,120579000;2017-08-31T16:18:48Z
495;INIA;Lien;Curepto;Maule;-35,099146000;-71,969797000;2017-08-31T16:20:40Z
499;INIA;Colliguay;Quilpué;Valparaíso;-33,168608900;-71,155717100;2017-08-31T16:24:53Z
503;INIA;Lomas;Pelluhue;Maule;-35,835449100;-72,587489000;2017-08-31T16:26:59Z
507;INIA;Puraligue;Treguaco;Biobío;-36,431036000;-72,647783000;2017-08-31T16:28:28Z
511;INIA;El Asiento;Alhué;Metropolitana;-34,029282000;-70,995098000;2017-08-31T16:32:12Z
519;INIA;San Rafael;Los Sauces;Araucanía;-38,070667000;-72,724176000;2017-08-31T16:33:40Z
523;INIA;La Paz;Loncoche;Araucanía;-39,428135000;-72,718521000;2017-08-31T16:38:12Z
527;INIA;Carelmapu;Maullín;Los Lagos;-41,709733000;-73,672262500;2017-08-31T16:41:13Z
531;INIA;Gaby-Ranquilco;Lumaco;Araucanía;-38,116919000;-72,883497000;2017-08-31T16:44:32Z
539;INIA;San Enrique;Pucón;Araucanía;-39,261711000;-71,868097000;2017-08-31T16:52:35Z
543;INIA;Cuya;Camarones;Arica y Parinacota;-19,161922000;-70,180968000;2017-08-31T16:53:38Z
547;INIA;Los Arrayanes;Toltén;Araucanía;-39,165408000;-73,132936000;2017-08-31T16:55:31Z
551;INIA;Pica;Pica;Tarapacá;-20,501476000;-69,342572000;2017-08-31T16:56:54Z
555;INIA;Huacamapu;San Juan de la Costa;Los Lagos;-40,659175000;-73,491723000;2017-08-31T16:58:20Z
559;INIA;Cuncumén;San Antonio;Valparaíso;-33,736215000;-71,421579000;2017-08-31T17:00:32Z
567;INIA;Huentelauquen;Canela;Coquimbo;-31,588500000;-71,509833000;2017-09-01T15:57:51Z
582;INIA;La Copa;Caldera;Atacama;-27,345439000;-70,622009000;2017-09-26T20:00:35Z
587;METEOVID;Siegel;San Fernando;O'Higgins;-34,525450000;-70,887580000;2017-09-26T20:12:07Z
592;METEOVID;Via Wines;Curicó;Maule;-35,090466700;-71,177367000;2017-09-26T20:14:40Z
597;METEOVID;Laberinto;Colbún;Maule;-35,699300000;-71,268700000;2017-09-26T20:15:34Z
602;METEOVID;Sierras de Bellavista;San Fernando;O'Higgins;-34,815583000;-70,751067000;2017-09-26T20:19:49Z
608;FDF;Iglesia Colorada;Tierra Amarilla;Atacama;-28,148944400;-69,891833330;2017-10-02T19:53:27Z
612;FDF;Freirina;Freirina;Atacama;-28,506638900;-71,103722220;2017-10-02T19:56:04Z
616;FDF;El Trapiche;La Higuera;Coquimbo;-29,371861100;-71,116083330;2017-10-02T19:57:13Z
617;INIA;Faja Maisan;Pitrufquén;Araucanía;-39,071148000;-72,921980000;2017-11-07T13:28:34Z
619;INIA;La Cachina;Taltal;Antofagasta;-25,433987000;-70,453243000;2017-11-07T13:30:57Z
621;INIA;Bajada Ibañez;Río Ibáñez;Aysén;-46,180619000;-72,043261000;2017-11-07T13:32:00Z
623;FDF;Los Espinos;Los Andes;Valparaíso;-32,890166700;-70,382138800;2017-11-17T10:25:01Z
625;METEOVID;Concha y Toro - Pencahue;Pencahue;Maule;-35,445220000;-71,834360000;2018-01-29T16:57:25Z
626;INIA;Arroyo el Gato;Coyhaique;Aysén;-45,162902000;-71,943627000;2018-03-07T11:47:08Z
628;INIA;Miraflores;Longaví;Maule;-35,818051000;-71,775019000;2018-03-07T12:02:18Z
630;INIA;Liceo Jean Buchanan;Peumo;O'Higgins;-34,397289200;-71,164671900;2018-03-07T12:04:06Z
632;INIA;Chaguaral;Monte Patria;Coquimbo;-30,857084000;-70,730689000;2018-03-07T12:07:55Z
634;INIA;Pid-Pid;Castro;Los Lagos;-42,411747000;-73,783913000;2018-03-07T12:10:23Z
636;INIA;Quilquico;Castro;Los Lagos;-42,491512000;-73,708817000;2018-03-07T12:13:00Z
638;INIA;Isla Chelin;Castro;Los Lagos;-42,589153000;-73,532906000;2018-03-07T12:15:53Z
640;INIA;Radal;Freire;Araucanía;-38,985470000;-72,381617000;2018-03-07T12:17:25Z
642;INIA;San Sebastián;Perquenco;Araucanía;-38,435064000;-72,399024000;2018-03-07T12:19:23Z
644;INIA;Taplon;Padre Las Casas;Araucanía;-38,832950000;-72,506385000;2018-03-07T12:21:03Z
646;INIA;El Vergel;Angol;Araucanía;-37,827809800;-72,659664900;2018-03-07T12:23:10Z
648;INIA;Pailahueque;Ercilla;Araucanía;-38,145552000;-72,659664900;2018-03-07T12:25:41Z
650;METEOVID;Viu Manent – Santa Cruz;Santa Cruz;O'Higgins;-34,646111111;-71,313611111;2019-07-17T09:40:23Z
651;METEOVID;Viu Manent – Peralillo;Peralillo;O'Higgins;-34,495833333;-71,491666666;2019-07-17T09:50:59Z
653;INIA;Licanchen;Navidad;O'Higgins;-33,929748500;-71,801002500;2019-12-05T09:58:28Z
655;INIA;Pampa Concordia;Arica;Arica y Parinacota;-18,362922000;-70,302033000;2020-03-30T15:02:10Z
658;INIA;Chapiquiña;Putre;Arica y Parinacota;-18,389472000;-69,539417000;2020-03-30T15:03:47Z
661;INIA;Ajial de Quiles;Punitaqui;Coquimbo;-30,920303000;-71,384100000;2020-03-30T15:19:03Z
664;INIA;La Polvareda;Punitaqui;Coquimbo;-30,882719000;-71,239736000;2020-03-30T15:20:27Z
667;INIA;Rayentué;Rengo;O'Higgins;-34,321704000;-70,833901000;2020-03-30T15:23:20Z
670;INIA;Las Puentes;Arauco;Biobío;-37,305126000;-73,436712000;2020-03-30T15:24:39Z
673;INIA;Santa Lucía;Florida;Biobío;-36,697460000;-72,704216000;2020-03-30T15:26:11Z
676;INIA;Collimallin;Temuco;Araucanía;-38,606698000;-72,701057000;2020-03-30T15:34:05Z
679;INIA;Tenaún;Dalcahue;Los Lagos;-42,312675000;-73,399902000;2020-03-30T15:35:31Z
682;INIA;Ñirehuao;Coyhaique;Aysén;-45,249744000;-71,694250000;2020-03-30T15:36:37Z
685;INIA;Puerto Ibañez;Río Ibáñez;Aysén;-46,278309000;-71,941433000;2020-03-30T15:38:07Z
688;INIA;El Oasis;Lampa;Metropolitana;-33,286268000;-70,836060000;2020-11-09T20:31:37Z
691;METEOVID;Luis Felipe Edwards-Pumanque;Pumanque;O'Higgins;-34,640893000;-71,776318000;2021-03-11T20:05:42Z
694;METEOVID;Luis Felipe Edwards-Las Rosas;Retiro;Maule;-35,889749000;-71,856565000;2021-03-11T20:08:21Z
696;FDF;Curicó;Curicó;Maule;-34,940973000;-71,222752000;2021-06-08T18:43:07Z
